Label (1 = metaphor / 0 = literal)	Sentence
1	After a week of quiet climbing , Sears stepped in and Western Auto leapt 8 5 8 to 18 5 8 
1	Up stepped Cabbage Patch Kids , the industry 's biggest hit ever 
1	By joining the hostile bid , Shearson stepped over the line investment banks have long considered but rarely , if ever , crossed 
1	The nation 's two major opposition leaders , Kim Dae Jung and Kim Young Sam , stepped up their challenge to Mr. Roh Friday by announcing their intention to form a united party 
1	Those progressive cities now building or planning transit systems for the next century are not viewing the scene from an ivory tower but realize , in a practical sense , that better transit is vital not only for the millions of Americans who currently step onto a transit bus or train over 8.3 billion times each year , but also to their future citizens as well 
1	A Campeau spokeswoman said First Boston stepped in with bridge financing at the last moment yesterday because Security Pacific has n't completed reviewing details of Campeau 's latest offer 
1	He and others also figure Midwesterners are more likely than other citizens to step up and buy houses and durables if the manufacturing trend holds 
1	Mr. Dill , 48 years old , succeeds Donald K. Thostenson , 53 , who stepped down for health reasons 
1	Its chairman , Bruce Judge , stepped down as chief executive of Ariadne in favor of Mr. Cafiero 
1	But when Sun became larger and `` decision making slowed , '' Mr. Khosla recalled , he stepped back from day-to-day management 
1	If a lot of order-takers are drumming their fingers , the hostess can step up her spiel or drop the price 
1	By taking full control of AEG , Daimler can step up implementation of its strategy of integrating AEG 's electronics business into its automotive and technology lines and reducing AEG 's former emphasis in consumer appliances 
1	-- In January , Carter-Anne Nadonley of Bethesda , Md . , watched a 1979 Lincoln she had just stepped out of start backing up and then circle backward for three hours , until a tow-truck operator corraled it 
1	And everywhere Mr. Bush traveled last week , reporters demanded to know if the vice president believes Attorney General Edwin Meese should step down 
1	Mr. Owen , who has been with the company since it was awarded to him and others in a court battle in 1976 , said he is stepping down because `` I 've got a number of other projects I want to work on , and I 'm getting married 
1	Gillette Co. stepped up its attack on Coniston Partners , a New York investment group seeking four seats on Gillette 's board , saying Coniston acts on behalf of `` a web of as yet unidentified and undisclosed investors , '' including foreigners 
1	Southdown Inc . , stepping up its efforts to take over Moore McCormack Resources Inc . , said it began soliciting consents to have Moore McCormack cancel its poison pill 
1	He rejects the suggestion that Gen. Noriega might have to step down 
1	As previously reported , First RepublicBank Dallas had an unusually steep $ 600 million drop in average deposits one week last month after a rating service downgraded its deposit quality and reports that federal regulators stepped up scrutiny of the ailing banking concern 
1	On Oct. 20 , when the financial system was on the brink of a standstill because of potential defaults , the Federal Reserve stepped in to nip the crisis in the bud 
1	`` Meese 's pudgy shape and face give him no advantage at all , '' but `` Baker looks like someone who has just stepped out of Gentlemen 's Quarterly . ''/''
1	FIAT S.P.A . , the Italian auto maker , said it agreed to step up its collaboration with CIA. TELEFONICA NACIONAL DE ESPANA S.A. of Spain in the manufacturing of telecommunications equipment 
1	Black & Decker Corp. stepped up pressure on American Standard Inc . , indicating that it might further sweeten its $ 65-a-share bid if financial information supports a higher figure 
1	`` There is a weak-minded view that competitors have a moral obligation to step back '' and allow an official sponsor to reap all the benefits from a special event , says Jerry Welsh , former vice president for marketing at E.F. Hutton Group Inc . , who claims to have coined the phrase `` ambush marketing . ''/''
1	But Philips said it would step up efforts to restructure its medical division so that it could be competitive on its own 
1	The Reagan administration is pushing for Noriega to step down and permit free elections 
1	Generale de Belgique 's president , Rene Lamy , conceded that he could be forced to resign as a result of the demands that would be made by the new shareholders , but said he would step down willingly if it would ensure that the company would remain in Belgian hands 
1	It 's not that Mr. Ferri is n't trying to step aside 
1	Eastern Airlines Inc. is stepping up its marketing war in the busy , competitive Northeast shuttle-service market , offering discounts of as much as 30 % for passengers buying tickets in bulk 
1	But in recent weeks , it has stepped up criticism of the Aquino government and attracted a cross-section of old-time politicians 
1	When meetings are winding down , one software developer sometimes steps into the hall and tells his driver to be ready to pick him up 
1	When he steps into BG 's shoes on Saturday , it will be in a Carnegie Hall vastly different from the one Mr. Goodman first scaled in 1938 
1	Both the government and private industry have stepped up efforts to recruit back to Korea scientists who were trained and then stayed abroad 
1	Nearly 75 % of Pillsbury 's shares have been tendered , and Grand Met is likely to announce today that the figure has grown , stepping up the pressure on Pillsbury to come to the negotiating table 
1	That group maintains Forstmann Little had agreed to step aside if it did n't join in the management-Shearson bid 
1	Traders attributed the light activity and the sharp drop in prices largely to investors ' reluctance to step off the sidelines before the election is over 
1	Two former TWA executives are also said to be interested in making an offer for TWA. Mr. Corr , who will step down as president at the end of the month , has in the past sought financial backing for such an offer 
1	The defense lawyers urged the appeals court to force the judge to step aside because his wife , Moselle Pollack , stands to receive about $ 30 million from a leveraged buy-out that Drexel is helping to finance 
1	The central banks may have to step up their efforts to support the dollar if new U.S. employment figures disappoint strongly bearish players this week 
1	Tyson Foods Inc. stepped up its pursuit of Holly Farms Corp . , launching a hostile $ 52-a-share tender offer to acquire the chicken producer for about $ 941 million 
1	Mr. Montgomery was fired as chairman and chief executive officer that same month , and had agreed to step down as president and chief operating officer at the time of the company 's annual meeting , which will be held today 
1	Mr. Henningfield is among a host of prominent health officials who have stepped up their calls for the FDA to regulate Premier since sales began last week in Arizona and St. Louis 
1	Judge Pollack 's refusal to step aside voluntarily sets the stage for a new round of legal battles between defense attorneys and the judge 
1	The order , signed by Edwin Meese before he stepped down as attorney general , spells out specific procedures and timetables for such inquiries 
1	Mr. Miles has stepped up annual volume growth on several of Kraft 's brands to about 4 % a year from 1 % , largely through line extensions -- new versions of existing products 
1	The candidates will step up and swing at the fast ones , pitchouts and curves tossed by Ann Compton of ABC News , Andrea Mitchell of NBC News and Margaret Warner of Newsweek 
1	Yesterday the Czech government stepped down in a wholesale shuffle of ministerial posts , and a new premier , Ladislav Adamec , was selected 
1	International Business Machines Corp . , Siemens AG , and Bell Atlantic Corp. have stepped up their cooperative drive for a slice of the emerging European market for computerized telephone services 
1	Like Mr. Bush , Mr. Dukakis wants to step up the use of `` clean '' natural gas by eliminating legal and regulatory barriers that block big gas users from bargaining directly with producers 
1	Mr. Quinn , however , is stepping aside as president of Gannett News Service 
1	But the World Bank effectively is stepping into the breach left by a recalcitrant IMF. Ironically , in an apparent attempt to challenge the U.S.-dominated international debt strategy , Mr. Camdessus -- who usually takes a soft line toward heavily indebted countries -- seems to have put the squabble with the U.S. before Argentina 's interests 
1	In addition , he said , because shoe sales to retailers increased rapidly in the first half , Reebok has stepped up advertising to try to move the shoes out of the shops 
1	The four anchors `` are stepping over one another 
1	They 've stepped up their marketing of gold coins and bullion , introduced new gold mutual funds , and promoted `` asset-allocation funds , '' which hold gold as part of a diversified asset mix 
1	Apple Computer Inc. asked a federal judge to step aside from hearing a major copyright suit against Hewlett-Packard Co. and Microsoft Corp . , citing Hewlett-Packard 's employment of the judge 's son 
1	I was about to step forth on a dare from my editor when a spaced-out blonde weaved out of the crowd 
1	The regulations were signed by Meese just before he stepped down as attorney general and was succeeded by Richard Thornburgh Friday 
1	Mr. Questrom 's appointment comes two months after he stepped down as vice chairman of Federated Department Stores , following its takeover by Campeau Corp. Acclaimed by analysts , Mr. Questrom is lauded for the revival of two ailing Federated divisions: Rich 's Department Stores in Atlanta and Bullock 's Bullock 's Wilshire in Los Angeles 
1	Antonio C. Alvarez II , a principal partner in the firm , agreed to step down from Coleco 's board along with two other associates , the company added 
1	At a meeting last week of about 150 senior executives of J.P. Morgan & Co . , Lewis T. Preston strongly hinted that he will step down as chairman within the next 12 to 18 months , and that President Dennis Weatherstone will succeed him , according to several executives who were at the meeting 
1	Mr. Boksen said the buy-out group would likely step up efforts to sell some 440 acres of land Florida Steel owns in Tampa 
1	In Tokyo , prices were lower in moderate trading as investors stepped aside before the release of U.S. trade figures and after an early buying spree concentrated in electricals 
1	Friends and associates said that since he stepped down as governor in 1987 , Mr. Thornburgh has maintained close ties to the Reagan administration and talked about returning to public office 
1	Such checks are bound to step up -- in the North Sea and elsewhere , industry officials said 
1	Mr. Gamper stepped in as CIT chief and began turning the organization upside down 
1	U.S. officials deny that the CIA has encouraged the guerrillas to step up attacks on the retreating Soviets 
1	Ansaldo , which until last year got about 20 % of its sales from building nuclear power plants , is trying to step up its role in transportation following Italy 's ban last year on further nuclear plant construction 
1	Mr. Banks , who is stepping down as chairman of Beverly Investment , is president of Beverly Enterprises 
1	`` If we do n't settle our disputes soon , '' he warns , `` the foreign companies may step in and dominate . ''/''
1	Government investigators said they are stepping up efforts to gain the cooperation of numerous figures in the Pentagon bribery-and-fraud scandal and hope to obtain the assistance of dozens of key witnesses within two months 
1	Research and development spending has been stepped up in a drive for new products 
1	British-born investor Alan Clore ended his ill-fated relationship with KaiserTech Ltd. by selling his remaining holdings in the company and stepping down as chairman 
1	The tacky Formica kiosks from behind which East Berlin border guards stare down at entering visitors , the tinny board-game feel of East German currency , and the vanilla-white paint on the trams combine to make the visitor feel he 's stepped back in time to a hungrier , postwar Germany 
1	They also pointed out that a growing number of Japanese companies are stepping up imports from their plants overseas , which were established in an attempt to cushion the impact of the yen 's strength 
1	A few minutes later , when the imbalance swung the other way , Mr. Hunter stepped in to buy 140 , 000 shares 
1	In April 1987 , liquidity in derivative mortgage securities dried up as a sharp rise in interest rates led to significant trading losses , causing many Wall Street firms to step back from the market 
1	Once determined to throw him out of the the Western Hemisphere , they now merely want him to step down 
1	While many analysts debate how last October 's stock market crash compares with the 1929 debacle , Martin J. Pring is stepping further back in time -- to Black Friday , 1869 
1	But other Jersey City administrators are weary of the battles and want the state to step in 
1	He confirmed that the U.S. is negotiating to persuade Noriega to step down , but refused to confirm he has approved a deal involving the dropping of U.S. drug charges 
1	"President Reagan stepped up the volume of this chorus this year by attacking such purportedly porky projects as a $ 900 , 000 catfish aquaculture facility in Stutgart , Ark . ; a $ 2.4 million grant for the `` tailored clothing industry , '' and a $ 5 million gondola transportation system at an Idaho resort area "
1	Many insurers , including Cigna Corp . , Metropolitan Life Insurance Co . , and Prudential Insurance Co. of America , are stepping up pressure on companies to shed the traditional free-choice indemnity plans that reimburse employees for most of their medical costs while giving them total control over selecting a doctor 
1	The Duracell sale seems certain to step up pressure on management to sustain recent improvements in profit performance 
1	Separately , the FAA expanded a directive to all airlines to step up their inspections of older Boeing 737 planes for possible metal fatigue , cracks and corrosion in the wake of the Aloha accident 
1	Investors stepped up their selling in the over-the-counter market yesterday as stock prices generally slipped 
1	Smokers do n't mind stepping outside to smoke during their breaks , Douglas Aircraft Co. says 
1	Western countries recently agreed to step up their efforts to control sensitive exports to Communist countries , which they attempt to do through the Coordinating Committee for Multilateral Export Controls 
1	Jaime Rosenthal said he was stepping down as President Azcona 's economic adviser , but staying on as vice president 
1	Publications , which always have had the option of using private instead of second-class delivery , are now stepping up their own alternative delivery plans 
0	Some police forces , for example , have stepped up use of a 20-year-old system called Vascar -LRB- Vehicle and Speed Computed and Recorded -RRB- 
0	`` This is a place to come for a better life , '' she says , as her troupe of tiny vendors surrounds tourists stepping off a bus 
0	He maintains , `` It 's only a matter of time before these groups step over the line . `` They may begin rousting others they dislike -- people `` who are not the right skin color or the right religious persuasion , '' he says 
0	He is stepping down this month to write a book , but Bill Bennett is more interesting even at political twilight than most cabinet officers are at high noon 
0	Even before Mr. de la Madrid stepped to the speaker 's platform to deliver his address , a left-wing deputy attempted to make a speech of his own 
0	And no longer will spouses of nursing-home residents be forced into poverty paying for their loved ones ' care before Medicaid will step in 
0	In the Reagan years , the federal government stepped aside , cutting aid to state and local government by a third -LRB- after inflation -RRB- , pushing deregulation and halting creation of new domestic programs 
0	After helping a co-worker inspect rudder-control pedals , Mr. Hudak stepped from the cramped , tool-scattered cockpit into the first-class section 
0	Iowa farmers were just as demanding as candidates approached that state 's contest 10 weeks ago , but those voters were stepping out of a portrait of American Gothic 
0	The exception was Mr. Takeshita 's predecessor , Yasuhiro Nakasone , who stepped down in October after five years 
0	Cows still step on unexploded mines , but after 17 years of de facto peace , Mr. Hellman finds the river border odd 
0	Some GOP insiders predict Treasury Secretary Baker will step in to direct the fall campaign 
0	`` It 's no scarier than stepping out my door at home , '' says Davoru Sperling , a Torah student from the West Bank 
0	`` This is stepping further than we have before , but it 's the same concept as a bridge loan , helping out a client , '' said Stephen Waters , co-head of mergers with Mr. Hill 
0	When Egyptian President Hosni Mubarak steps off his plane at Andrews Air Force Base tomorrow to begin a visit to Washington , he will be a changed man 
0	A senior Afghan official said President Najibullah would n't step down to satisfy rebel conditions for joining the government as part of a year-old national reconciliation initiative 
0	With the pace of the campaign now heating up , the two leaders will be stepping up their appearances: At least four more debates are scheduled between now and March 
0	Bernard Auberger , managing director of Caisse Nationale de Credit Agricole , Europe 's biggest bank in terms of assets and deposits , was forced to step down yesterday after a board-room struggle 
0	The governor also stepped up his attacks on the credibility of the Bush campaign in an effort to blunt GOP attacks that he is outside the mainstream of American values 
0	"Other prominent Democratic senators who prevailed , not surprisingly , included Robert Byrd of West Virginia , who is stepping down from his Senate leadership post ; and Edward Kennedy , who , though only 56 years old , will rank fifth in seniority in the entire Senate "
0	I step temporarily outside its domain , '' M explains apologetically , as he wanders off into a dusty-looking place that he decides must be the webbing of his mind , not that this makes him feel much better 
0	Then it paces , stepping lightly , tail held high 
0	He pointed out how Mr. Truman stepped into the presidency upon Franklin Roosevelt 's death , `` smart enough , courageous enough , and loaded with the integrity necessary to lead the forces of freedom in this world . ''/''
0	Mr. Bush , who is on a campaign swing emphasizing children and education , watched Discovery land and congratulated the astronauts as they stepped out of the spaceship 
0	The commission will only step in if it is `` convinced that something is going fundamentally wrong . ''/''
0	Those central-bank purchases have made governments huge net purchasers of gold , a phenomenon analysts liken to the 1986 shift in the U.S. Treasury market , when foreign investors pulled out and governments stepped in 
0	`` The steps necessary to carry out the plan are highly conditional and will require a significant amount of time to execute , '' Steven M. Rales said in a statement 
0	Mr. Wolf told the House Banking Committee that the likelihood is increasing that Congress will have to step in to redress the `` imbalance between the thrift industry 's problems and FSLIC 's resources . ''/''
0	Espirito Luciano , a 19-year-old government soldier who stepped on a land mine and lost his left leg 18 months ago , is dumbfounded by the question 
0	But a Western diplomat said `` there 's been no detectable softening of the public mood , and events may well move faster , '' given the government 's refusal to step aside in favor of a neutral interim government 
0	Mr. Morales , excited , asks me to step outside a moment 
0	Already those same financial pressures have forced NASA to rework the space station three times in four years and push back the date astronauts will step on board by a year , to late 1995 
0	When the time came for them to step off the corporate merry-go-round , most let it be known they would be available for consulting assignments . -LRB- `` What do you plan to do , Harry ? ''/''
0	The Republicans used the week after the Democrats ' Atlanta convention to step up their attacks on Mr. Dukakis and to begin to deflate his claims about his record at home and his promises about the economic future of the country 
0	When brute force failed to change the course of the war , and after U.S. Stinger missiles were introduced , Khad and the KGB stepped up a terrorist campaign to undermine the guerrillas ' rear base 
0	George Bush , free at last , stepped beyond the Reagan shadow to define himself -- and , he hoped , redefine Michael Dukakis 
0	What all these changes reflect is that the government -- and large corporations -- are being forced to step up their communication with the citizens , employees and shareholders of Korea 
0	For example , judges are required to step aside when they have direct financial interests in the outcome , or when relatives , including adult children , have interests that could be `` substantially affected . ''/''
0	While Japanese companies have substantially stepped up their acquisition of U.S. companies and real estate , much of the lucrative advisory business associated with the purchases has gone to major U.S. investment banks -- especially Morgan Stanley & Co. and Goldman , Sachs & Co 
0	If the largest bank and the largest automobile firm are allowed to combine and the automobile firm fails -LRB- remember Chrysler -RRB- , it is likely to bring the bank down with it , leaving the Fed or some arm of the Treasury to step in to bail out both at taxpayers ' expense 
0	Law enforcement officials and congressional aides said they expect Assistant Attorney General William Reynolds , one of Mr. Meese 's closest aides , to step down soon 
0	In recent days the Bush campaign has stepped up the drumbeat , hoping to make the names Brendan Boyd , Willie Horton and Eugenio Torres part of the 1988 presidential debate 
0	The military likely would have to step in , if only as a temporary measure , to stabilize the situation 
0	At a station beneath the World Trade Center , a tall young man stepped out of a shadow to greet me 
0	Further , Chief of Staff Baker is resigning as of the end of this month , and the Treasury secretary is expected to step down this summer as well , to manage the presidential campaign of Vice President George Bush 
0	Meanwhile , the Senate agreed to spend $ 1.8 billion on itself , and to give Sen. Robert Byrd -LRB- D . , W. Va. -RRB- , who is stepping down as majority leader , something of a retirement gift by allowing him to keep his right to hire consultants using a special contingency fund 
0	Evidence in the New Jersey trial showed the driver had stepped on both pedals 
0	Choosing to step off the white corporate ladder is hard for many blacks simply because it was difficult for them to get there in the first place 
0	He confirmed that the U.S. is negotiating with the strongman to try to persuade him to step down 
0	The good news: Under a deal being negotiated by Washington and Panama , strongman Gen. Manuel Antonio Noriega would step down as military chief and Panama eventually would get an elected president 
0	Under Mr. Lockman , the paper has stepped up inner-city coverage , including softer feature pieces he says probably would n't have been done in the past 
0	The general has so far declined all invitations to step aside and resisted all efforts to force him out 
0	Investors are reluctant to step off the sidelines at the moment `` unless something is really depressed or really spikes , '' he said 
0	When the two Justice Department officials ' abrupt departures rocked official Washington , Reagan intimates quickly stepped in to try to protect the president from the political fallout 
0	Besides stepping up lending in Britain , the bank has spent about # 350 million in an attempt to build its Barclays de Zoete Wedd subsidiary into one of London 's major investment banks 
0	The plan does n't call for any tax increases but would seek increased enforcement of tax laws and stepped up debt collection to pay for the additional anti-drug spending 
0	What steps in this direction are they overlooking ?/.
0	`` If AT & T stepped back and looked at it , the place for them to make money is in licensing and controlling Unix , then networking everything under it . ''/''
0	SOME TRAVELERS get nervous the moment they step on a plane 
0	Though he is n't required to retire until age 65 , Mr. Timlen says he is stepping aside because `` at some point you want to do your own thing . ''/''
1	We 're stuck with stagnant real income and competitiveness problems in international markets unless productivity improves . ''/''
1	Unless Medicare wants to come up with the resources to fund competent inspection it looks as if we are going to be stuck with the work of the hacks currently doing the job 
1	Mississippi 's penchant for sticking with a senator , once elected , magnifies the importance of this campaign 
1	But rock-bottom discounters who stick to that philosophy limit themselves , he says , because `` We 'll always be a niche player for a certain type of client 
1	MISSED CONNECTIONS: If you 're bound for Denver but get stuck in Detroit for the night because of a missed connection , do n't expect the airline to help 
1	The Nasdaq composite index , stuck in a narrow range since the beginning of September , slipped 0.28 to 384.20 
1	Instead of playing the distance runners ' dreary game of sticking with the pack until the last lap or two , he ran off by himself early and dared the boys to catch him 
1	David Seiders , chief economist for the National Association of Home Builders , is sticking to his forecast of mortgage rates of between 11 % and 11.5 % by year end 
1	The Agriculture Department stuck by last month 's estimates of drought damage to 1988 crop yields , predicting once again a 37 % plunge in the nation 's corn harvest and a 23 % drop in soybean production 
1	Yesterday 's bond and yen sell-off in Japan occurred after central bank officials told local reporters the bank was sticking to that position 
1	`` They just wo n't stick , '' predicts Mr. Frent , the dealer 
1	`` To me there is absolutely no fun being stuck within the same four walls every day , '' she says 
1	The Republican campaign is sticking to its story of not releasing Mr. Bush 's vice-presidential selection until Thursday 
1	Over-the-counter stocks , stuck in doldrums lately , managed a second consecutive advance yesterday as trading desks came to life for one of the few times this month 
1	One of the company 's managing directors , Seymour M. Lotsoff , said he is sticking to short-maturity bonds because `` I 'm not optimistic about interest rates . ''/''
1	In early adulthood , she stuck with the Democratic Party , joining the protests for civil rights in the South 
1	When mixed with the blood of infected people , CBre3 sticks to the antibodies , causing a visually observable reaction 
1	Economists are sticking with predictions that Britain 's gross domestic product , or output of goods and services minus foreign income , will rise just 2 % or 3 % next year after rising about 4 % this year 
1	He preferred to stick to instant photography . ''/''
1	She 's been able to stick to this policy , largely because of the nature of her music 
1	The Soviet Germans generally are simple people with little education -- like America 's Pennsylvania Dutch , they 've stuck together in small Protestant communities and speak an antiquated German 
1	The confirmation of the money target did n't come as a surprise to the markets , especially after Bundesbank Vice President Helmut Schlesinger indicated last week that the central bank wants to stick to this goal 
1	One rival said he presumed that USX had made a strategic decision to reach certain profit levels and , in an effort to exert market leadership , stuck to it 
1	In Louisiana , CIT was stuck with repossessed ships that had supplied drilling platforms in the Gulf of Mexico 
1	Pop music did get stuck in the 1970s , as evidenced in the second film , `` The Gospel According to Al Green . ''/''
1	`` The question is , how many times does Congress have to stick its hands in the meat grinder before it notices it hurts ? ''/''
1	Macmillan advisers said the company plans to stick with its proposal 
1	`` It has taken a long time because there 's this inertia to stick with traditional media advertising and coupons . ''/''
1	And before long , he had made up his mind to stick it to Bic 
1	Despite many gains , the sad truth is that most of Mr. Eastland 's time was spent sticking his finger in the dike of politically motivated attacks on Mr. Meese 
1	`` If the insurance industry gets stuck with even a quarter of the estimated cleanup costs , '' says Andre Maisonpierre , president of the Reinsurance Association of America , it will cause `` major insolvencies . ''/''
1	But yesterday Mr. Lawson said it would be `` pretty good anti-inflationary discipline '' if the pound `` can stick close '' to a level against the West German currency 
1	Some say that his absolute conviction in his own hunches may ultimately prove his undoing , that he could rapidly get stuck with multimillion-dollar losses if the market moves sharply against him and he refuses to admit that he is wrong 
1	While earnings from exploration and production were lackluster , the companies nonetheless stuck with plans to sharply increase spending in those areas 
1	If the charges stick , it could suggest that some concepts of freedom are a bit too broad 
1	Unfortunately , they wo n't work in the harbor tunnel where business travelers sometimes get stuck on the way in from the airport . . . 
1	Mr. Manzi said Lotus 's strategy of designing compatible versions of 1-2-3 for many different computers besides International Business Machines Corp.-compatible personal computers is convincing more corporate buyers to stick with Lotus 
1	Since 1977 , fund manager Peter Lynch has stuck to the same basic strategy: buy any attractive stock , no matter what size or sector , or what the market is doing 
1	There are a host of reasons why the January price increase should be sticking and why prices might go up another few cents in July , when by tradition the industry will reset them 
1	Pressure mounted on Pakistan to sign an accord aimed at securing the withdrawal of about 115 , 000 Soviet troops from neighboring Afghanistan , but Islamabad appeared to be sticking to its demand for a new government in Kabul to oversee the pullout 
1	`` When I saw all the stories , I figured I better sell or I might get stuck , '' said one portfolio manager , who last week unloaded some shares of medium-sized OTC stocks rather than risk not being able to sell off the thinly traded shares if prices started to plunge 
1	Mr. Barakat of Smith Barney said the fact that Saudi Arabia production has jumped along with the other 12 OPEC members is a `` really negative '' sign because the kingdom had been a great proponent of sticking to quotas 
1	Steelworkers , mineworkers , millworkers , and the like know that what they get they get only by sticking together and winning it at the bargaining table 
1	`` There 's a lot of engagements I did n't get , '' Mr. Meredith told the Roanoke Times and World-News , because `` I do n't stick to the white-liberal , black-bourgeoisie line-cussin ' Reagan , affirmative action and all that . ''/''
1	To avoid being stuck with an outdated backlog , many are waiting until they run out before reordering 
1	Economists are sticking to predictions of slow going for the economy in the first half 
1	Wordsworth called him the `` marvellous boy '' and the phrase stuck in literary memory like a Homeric tag line 
1	Big money and big media are the stuff of the Washington that Sen. Williams did n't stick around for 
1	But if all sides discover self-interest in moving toward effective control of the toxics problem , instead of sticking grimly to their familiar trenches , the results will be as remarkable as the law itself 
1	Unfortunately , they wo n't work in the harbor tunnel where business travelers sometimes get stuck on the way in from the airport . . . 
1	`` Not having him -- or her -- that 's where we 're stuck , '' he said 
1	For his part , Mr. Jacobs , the Minneapolis investor who last summer is said to have held about 1.5 million shares , did n't stick around to find out 
1	If that figure sticks , the Air Force might be able to avoid further contract adjustments , sources say 
1	The FDIC chairman stuck by his stance that it is too soon to estimate the likely costs of a First RepublicBank solution 
1	Until now , major manufacturers have stuck to old-fashioned toaster waffles because they could n't come up with a way to prevent microwaved ones from drying out 
1	Richard Barnett , chairman of the CFC Alliance , says equipment manufacturers wo n't retool their plants until they can know with certainty which CFC substitutes the producers will stick with 
1	Parents who might like to move away to protect their children , or to where jobs are more plentiful , are virtually stuck 
1	Beazer PLC said it was `` prepared immediately to negotiate a merger agreement '' with Koppers Co. for $ 60 a share , while stressing that it was formally sticking to its $ 56-a-share tender offer 
1	Pressure mounted on Pakistan to sign an accord aimed at securing the withdrawal of about 115 , 000 Soviet troops from neighboring Afghanistan , but Islamabad appeared to be sticking to its demand for a new government in Kabul to oversee the pullout 
1	Charles Maikish , the Port Authority 's director of ferry transportation , recalls that , to boost support for the tunnel , one government agency had produced a film showing Hudson River ferries stuck in ice , lost in fog and delayed by river traffic 
1	`` He gave me the job and stuck with me , even though I really was n't very good at first 
1	Ms. Davis had recommended SafeCard at various points during a spectacular runup from a split-adjusted 1 5 8 in 1984 , but she stuck with it too long in 1987 
1	People close to Black & Decker , which had raised its bid two weeks ago from its initial $ 56-a-share offer , said the company will probably stick to its latest offer 
1	`` The resale values in the Southwest are generally below what people paid for their homes , so people without the money do n't see the point in continuing and Pulte is stuck trying to sell in a dead market , '' says Barbara K. Allen , a housing analyst with Prudential-Bache Research 
1	But GM is stuck with more than a 200-day supply of Novas , far above the 60-day to 65-day supply considered normal 
1	`` Too many people found themselves stuck with long dollar positions , '' said a trader in New York 
1	But until now the cabinet has stuck to what could be called the East German approach to state medicine: Advisers speak of better management , not of free enterprise 
1	If all OPEC members stick to the rules , Saudi Arabia would be willing to permit its production to slide even though the others are producing up to their quotas -- but only for a short period 
1	GM also is sticking with its plan to export some Chevrolets to Japan -- a feat made possible partly by a weak dollar 
1	In a news conference on their first day in office , the executives said they plan `` to stick closely '' to the strategic direction of Mr. Marous 's predecessor , Douglas D. Danforth , who retired 
1	But what sticks in the mind of most corporate finance officials at the end of a hair-raising final quarter is n't the complex financing structures 
1	Change will come slowly , because Japanese society still has a strong tendency to hammer down any nail that sticks up 
1	Gary Ford , general counsel of the agency , said the case shows that it `` will move decisively on what we view as abusive transactions , and we will stick to it as long as it takes . ''/''
1	And it 's far from certain that the latest increases on business fares will stick -- already , the airlines have postponed the move for seven days , and some smaller carriers such as Midway Airlines say they wo n't match the increases 
1	Another 15 % ranked managing in a volatile domestic and world environment as toughest , while 10 % felt that developing -- and sticking to -- a long-range strategy is the biggest hurdle 
1	Nevertheless , the debacle caused by the RJR buy-out proposal and other megadeals `` may well be the circumstance that galvanizes investors to make covenants stick , '' Mr. Welling says 
1	Mr. Weicker , breakfasting with his third wife , Claudia , at a local diner on Coca-Cola , rice pudding , scrambled eggs and hash browns , says the race is close because Mr. Lieberman has been `` slinging the {expletive deleted} in TV commercials for four months , and some of it started to stick . ''/''
1	Price increases on higher technology products also are sticking , he added 
1	`` The Soviets will stick to the principle of remaining a good debtor , continuing to watch out that they do n't overextend their ability to service the debt , '' predicts Alfred Herrhausen , chairman of West Germany 's Deutsche Bank AG , which put together the first of the big European credits , valued at about $ 1.7 billion 
1	Although stocks quickly broke out of their slide , they remained stuck at lower levels for the remainder of the session 
1	Some burn out nearly overnight , leaving someone stuck with lots of unmovable inventory 
1	So most financial advisers suggest buyers stick to insurers whose financial strength is rated A+ or A by A.M. Best Co . , Oldwick , N.J 
1	It adds that it stuck with its two-week , companywide production furlough last summer to give workers and plants a break 
1	"`` We are stuck in leases and we 've built up a following ; so , we might as well stay in business selling clothes . ''/''"
1	It 's less clear whether Vice President Bush , who has some free-market economists among his advisers , would stick to the Reagan-era agenda or move toward the middle ground characteristic of previous Republican administrations 
1	Meanwhile , Mr. Bush , continuing his strategy of sticking to the themes that have gotten him the lead in the polls , took his campaign to Fulton , Mo . , where Winston Churchill warned in 1946 that an `` iron curtain '' had fallen across Europe , a speech that helped to mark the beginning of the Cold War 
1	In the unlikely event that he loses , Rep. Natcher says he wo n't stick around Washington to lobby , the way many of his defeated colleagues do 
1	General Foods has several trademark products that are stuck in relatively slow growth 
1	Unlike Charming Shoppes Inc. or U.S. Shoe Corp. 's Casual Corner stores , for example -- which got stuck with stockrooms of casual sportswear just as its popularity was dying -- Limited maintained tight inventory levels , enabling it to control markdowns 
1	Most of them stuck around for Gibson 's blast , too , but that game was close so they had an excuse 
1	"Although Warner stuck with the original cover in the hardback edition , the paperback cover conveys a much stronger feeling of a thriller about Soviet espionage ; it shows dog tags emblazoned with a hammer and sickle and includes some blurbs calling it `` chilling , compelling . . "
1	Instead , Scott has stuck to its economy line , emphasizing basic consumer values such as more sheets per roll and more rolls per pack 
1	The protectionist road leads only to a stagnant space-launch industry , in which private American companies will be able to sell only to the U.S. government , and a moribund space-transportation-user community stuck with higher launch costs than those of its foreign competitors 
1	Some analysts , however , say that price increases are beginning to stick 
1	Bonds remained stuck in a narrow groove again yesterday , finishing little changed for the third day in a row 
